,Mean,Std,Min,Max
MSE_Time,0.5202388150873163,0.18371147669059734,0.2709129329213174,0.8631090692435519
PSNR,3.0930116996920143,1.5964985849385374,0.6393431995386711,5.67170261994166
Corr,0.18772946472187288,0.5737376962939811,-0.670874139511671,0.8175292794406066
MSE_Freq,0.0011960714531876434,0.0016958348945772046,1.3291797490972631e-05,0.0051611391081396
