,count,mean,std,min,25%,50%,75%,max
MSE_Time,10.0,0.023153669974947312,0.01793642669657826,0.0069903702432936,0.012931175611934026,0.019720347371019603,0.024395766357784076,0.070511643280953
PSNR,10.0,15.164770009730635,1.9706575444247414,10.857386433422793,14.307643109550945,15.077675271606918,16.524509111384408,17.854076131521044
Corr,10.0,0.008325425053537599,0.06555611223817459,-0.0942941017772558,-0.032248944871766425,-0.008107311629372749,0.06239550098605798,0.1029508730735207
MSE_Freq,10.0,5.2603655507081435e-06,1.1941006276719219e-05,2.4067931644441417e-07,6.368202102680724e-07,1.5125888017278034e-06,2.5040280679140882e-06,3.908527465664825e-05
HR_Error,10.0,84.2326070861969,0.6523437345529869,83.50010543537684,83.73059078517961,84.13783975857517,84.56820024855563,85.56232792183128
RR_Error,10.0,12.10001457563928,0.6878181614052457,11.007961332261758,11.598284123411585,11.979775030029556,12.730721831476167,13.044246471254256
