,Mean,Std,Min,Max
MSE_Time,0.25717904366998445,0.1028882178828081,0.10630699604969705,0.40812993029967026
PSNR,5.9397206869564565,1.3059455599061178,4.257264166994172,7.903089096934697
Corr,0.1520651591902218,0.3300689157141772,-0.38864871194193296,0.5446962680287761
MSE_Freq,0.0036790368986881657,0.002805567266404074,0.00047334188726718996,0.008776462122565472
